titulo_noticia;time_mais_citado;qtd_citacoes_time_mais_citado;qtd_total_palavras;qtd_times_citados;link
uninassauamerica tem primeiro contato com local que ira receber jogos da liga de basquete feminino;Sport/Uninassau/Inst. Todos;7;361;1;https://lbf.com.br/noticias/uninassauamerica-tem-primeiro-contato-com-local-que-ira-receber-jogos-da-liga-de-basquete-feminino/
sampaio basquete adiciona gil;Sampaio Basquete;11;428;2;https://lbf.com.br/noticias/sampaio-basquete-adiciona-gil/
tudo_igual 2;Santo André;32;591;2;https://lbf.com.br/noticias/tudo_igual-2/
a palavra dos professores;Sport/Uninassau/Inst. Todos;13;561;4;https://lbf.com.br/noticias/a-palavra-dos-professores/
sport recife estreia na liga sul americana feminina de clubes com importante vitoria;Sport/Uninassau/Inst. Todos;6;560;1;https://lbf.com.br/noticias/sport-recife-estreia-na-liga-sul-americana-feminina-de-clubes-com-importante-vitoria/
gincana ironage movimentou torcedores no intervalo do primeiro jogo final da lbf 201314;Sport/Uninassau/Inst. Todos;8;426;1;https://lbf.com.br/noticias/gincana-ironage-movimentou-torcedores-no-intervalo-do-primeiro-jogo-final-da-lbf-201314/
avanassaulador;Sport/Uninassau/Inst. Todos;6;654;5;https://lbf.com.br/noticias/avanassaulador/
selecao das semifinais lbf caixa 2019;Santo André;6;583;4;https://lbf.com.br/noticias/selecao-das-semifinais-lbf-caixa-2019/
novidade no rio;Sampaio Basquete;4;450;3;https://lbf.com.br/noticias/novidade-no-rio/
32047;SESI Araraquara Basquete;4;136;4;https://lbf.com.br/noticias/32047/
de ponta a ponta 4;Sampaio Basquete;7;373;2;https://lbf.com.br/noticias/de-ponta-a-ponta-4/
ninguem se cala;Sport/Uninassau/Inst. Todos;1;380;1;https://lbf.com.br/noticias/ninguem-se-cala/
vitoria com intensidade;SESI Araraquara Basquete;16;780;4;https://lbf.com.br/noticias/vitoria-com-intensidade/
joao camargo e o melhor treinador da lbf 2021;Sport/Uninassau/Inst. Todos;4;439;3;https://lbf.com.br/noticias/joao-camargo-e-o-melhor-treinador-da-lbf-2021/
galo mais proximo da gloria;Sport/Uninassau/Inst. Todos;2;879;1;https://lbf.com.br/noticias/galo-mais-proximo-da-gloria/
talento tambem na pasassarela;Santo André;8;431;2;https://lbf.com.br/noticias/talento-tambem-na-pasassarela/
vice campea da lbf 201415 erika de souza acerta com time turco para a proxima temporada;Sport/Uninassau/Inst. Todos;7;488;1;https://lbf.com.br/noticias/vice-campea-da-lbf-201415-erika-de-souza-acerta-com-time-turco-para-a-proxima-temporada/
erika de souza e a cestinha da rodada da wnba;Sport/Uninassau/Inst. Todos;4;362;1;https://lbf.com.br/noticias/erika-de-souza-e-a-cestinha-da-rodada-da-wnba/
consistente;Santo André;22;666;2;https://lbf.com.br/noticias/consistente/
vem lbf caixa 2018;Sport/Uninassau/Inst. Todos;9;922;3;https://lbf.com.br/noticias/vem-lbf-caixa-2018/
ritmo acelerado;Sodiê Mesquita;15;353;3;https://lbf.com.br/noticias/ritmo-acelerado/
sequencia ampliada 2;Santo André;12;441;1;https://lbf.com.br/noticias/sequencia-ampliada-2/
presidente venceslau recebe o brasilia no retorno da lbf 201415;Sport/Uninassau/Inst. Todos;2;344;1;https://lbf.com.br/noticias/presidente-venceslau-recebe-o-brasilia-no-retorno-da-lbf-201415/
santo andre na fe;Santo André;26;712;5;https://lbf.com.br/noticias/santo-andre-na-fe/
minnesota lynx de damiris do amaral na final da conferencia oeste da wnba;Sport/Uninassau/Inst. Todos;2;496;1;https://lbf.com.br/noticias/minnesota-lynx-de-damiris-do-amaral-na-final-da-conferencia-oeste-da-wnba/
chegou a hora 5;Sampaio Basquete;2;550;2;https://lbf.com.br/noticias/chegou-a-hora-5/
erika de souza e nadia colhado que defendem o america pe na liga de basquete feminino lbf 201415 renovam com o atlanta dream da wnba;Sport/Uninassau/Inst. Todos;4;348;1;https://lbf.com.br/noticias/erika-de-souza-e-nadia-colhado-que-defendem-o-america-pe-na-liga-de-basquete-feminino-lbf-201415-renovam-com-o-atlanta-dream-da-wnba/
visita valiosa;Nenhum time identificado;0;346;0;https://lbf.com.br/noticias/visita-valiosa/
gil e o primeiro reforco do sampaio basquete para 2021;Sampaio Basquete;3;203;3;https://lbf.com.br/noticias/gil-e-o-primeiro-reforco-do-sampaio-basquete-para-2021/
alteracao de horario 4;Sport/Uninassau/Inst. Todos;4;152;1;https://lbf.com.br/noticias/alteracao-de-horario-4/
passeou;Nenhum time identificado;0;369;0;https://lbf.com.br/noticias/passeou/
para dar moral;Santo André;24;403;2;https://lbf.com.br/noticias/para-dar-moral/
kelly lenda do basquete nacional;Sport/Uninassau/Inst. Todos;3;291;2;https://lbf.com.br/noticias/kelly-lenda-do-basquete-nacional/
adcf unimedamericana e superada pelo loenes na abertura do grupo b na liga sul americana de clubes;Sport/Uninassau/Inst. Todos;4;564;1;https://lbf.com.br/noticias/adcf-unimedamericana-e-superada-pelo-loenes-na-abertura-do-grupo-b-na-liga-sul-americana-de-clubes/
recra e xv na decisao do paulista feminino da serie a 2;Sport/Uninassau/Inst. Todos;1;275;1;https://lbf.com.br/noticias/recra-e-xv-na-decisao-do-paulista-feminino-da-serie-a-2/
mantendo base campea blumenau e apresentado para 2018;Sport/Uninassau/Inst. Todos;3;308;1;https://lbf.com.br/noticias/mantendo-base-campea-blumenau-e-apresentado-para-2018/
sao josecolinas shopping supera o presidente venceslau em jogo acirrado e chega a primeira vitoria na lbf 201415;Pontz São José Basketball;12;635;2;https://lbf.com.br/noticias/sao-josecolinas-shopping-supera-o-presidente-venceslau-em-jogo-acirrado-e-chega-a-primeira-vitoria-na-lbf-201415/
virada a bolivia;Sampaio Basquete;11;539;4;https://lbf.com.br/noticias/virada-a-bolivia/
bolivia invicta;Sampaio Basquete;11;586;2;https://lbf.com.br/noticias/bolivia-invicta/
inscricoes abertas para o programa bolsa atleta de 2015;Sport/Uninassau/Inst. Todos;4;418;2;https://lbf.com.br/noticias/inscricoes-abertas-para-o-programa-bolsa-atleta-de-2015/
presencas vip no jogo das estrelas lbf 2022;Sport/Uninassau/Inst. Todos;6;571;1;https://lbf.com.br/noticias/presencas-vip-no-jogo-das-estrelas-lbf-2022/
e hora de decisao;Pontz São José Basketball;16;482;2;https://lbf.com.br/noticias/e-hora-de-decisao/
lance livre com antonio carlos vendramini tecnico do corinthiansamericana;Sport/Uninassau/Inst. Todos;2;129;1;https://lbf.com.br/noticias/lance-livre-com-antonio-carlos-vendramini-tecnico-do-corinthiansamericana/
cacula basquete jaragua viaja para a estreia na liga de basquete feminino lbf 201415;Sport/Uninassau/Inst. Todos;3;548;1;https://lbf.com.br/noticias/cacula-basquete-jaragua-viaja-para-a-estreia-na-liga-de-basquete-feminino-lbf-201415/
vitoria na bagagem;Santo André;18;622;5;https://lbf.com.br/noticias/vitoria-na-bagagem/
santo andre da um grande recado;Santo André;16;660;4;https://lbf.com.br/noticias/santo-andre-da-um-grande-recado/
bem vinda caixa;Sport/Uninassau/Inst. Todos;5;585;2;https://lbf.com.br/noticias/bem-vinda-caixa/
micaela jacintho sofre contusao no joelho e passara por cirurgia;Sport/Uninassau/Inst. Todos;2;231;1;https://lbf.com.br/noticias/micaela-jacintho-sofre-contusao-no-joelho-e-passara-por-cirurgia/
1o confronto nordestino;Sampaio Basquete;14;449;3;https://lbf.com.br/noticias/1o-confronto-nordestino/
vera cruz campinas e sampaio treinam no feriadao;Sampaio Basquete;18;422;3;https://lbf.com.br/noticias/vera-cruz-campinas-e-sampaio-treinam-no-feriadao/
chicago de clarissa dos santos e superado pelo washington jogando fora de casa pela wnba;Sport/Uninassau/Inst. Todos;1;350;1;https://lbf.com.br/noticias/chicago-de-clarissa-dos-santos-e-superado-pelo-washington-jogando-fora-de-casa-pela-wnba/
de casanova;Sport/Uninassau/Inst. Todos;2;608;1;https://lbf.com.br/noticias/de-casanova/
karla costa se alegra com experiencia de acompanhar de perto o brasileiro sub 15 em curitiba;Cerrado BRB;2;370;2;https://lbf.com.br/noticias/karla-costa-se-alegra-com-experiencia-de-acompanhar-de-perto-o-brasileiro-sub-15-em-curitiba/
nota oficial 7;Sampaio Basquete;2;195;2;https://lbf.com.br/noticias/nota-oficial-7/
sportv transmite ao vivo neste sabado o jogo de abertura da lbf 201415 entre americana e barretos;Sport/Uninassau/Inst. Todos;6;816;3;https://lbf.com.br/noticias/sportv-transmite-ao-vivo-neste-sabado-o-jogo-de-abertura-da-lbf-201415-entre-americana-e-barretos/
ricardo molina participa de evento da cbb com nomes historicos da modalidade;Sport/Uninassau/Inst. Todos;3;392;3;https://lbf.com.br/noticias/ricardo-molina-participa-de-evento-da-cbb-com-nomes-historicos-da-modalidade/
magic paula elogia projeto da adcf unimed;Sport/Uninassau/Inst. Todos;7;608;1;https://lbf.com.br/noticias/magic-paula-elogia-projeto-da-adcf-unimed/
vera cruz campinas e mais um semifinalista da lbf caixa 2019;Unimed Campinas Basquete;8;650;3;https://lbf.com.br/noticias/vera-cruz-campinas-e-mais-um-semifinalista-da-lbf-caixa-2019/
pivo do sampaio correa basquete aposta em rapido entrosamento da equipe;Sampaio Basquete;8;555;4;https://lbf.com.br/noticias/pivo-do-sampaio-correa-basquete-aposta-em-rapido-entrosamento-da-equipe/
sesi araraquara vence timao em dia de estreias;SESI Araraquara Basquete;9;439;4;https://lbf.com.br/noticias/sesi-araraquara-vence-timao-em-dia-de-estreias/
fortalecendo o grupo;Santo André;10;598;3;https://lbf.com.br/noticias/fortalecendo-o-grupo/
vera cruz campinas anuncia dupla ex ituano;Unimed Campinas Basquete;4;456;3;https://lbf.com.br/noticias/vera-cruz-campinas-anuncia-dupla-ex-ituano/
incrivel;Nenhum time identificado;0;677;0;https://lbf.com.br/noticias/incrivel/
trabalho concluido em 2025;Sport/Uninassau/Inst. Todos;7;603;7;https://lbf.com.br/noticias/trabalho-concluido-em-2025/
segunda etapa crucial;Nenhum time identificado;0;925;0;https://lbf.com.br/noticias/segunda-etapa-crucial/
quinteto da semana 07 lbf 1516;Santo André;10;514;3;https://lbf.com.br/noticias/quinteto-da-semana-07-lbf-1516/
fim da sina;Sport/Uninassau/Inst. Todos;3;393;3;https://lbf.com.br/noticias/fim-da-sina/
hoje tem 19h30 ad santo andre x ituano basquete;Santo André;14;431;5;https://lbf.com.br/noticias/hoje-tem-19h30-ad-santo-andre-x-ituano-basquete/
verdadeira batalha 3;Sampaio Basquete;15;811;2;https://lbf.com.br/noticias/verdadeira-batalha-3/
tati pacheco reforca o bax catanduva;Pontz São José Basketball;4;400;3;https://lbf.com.br/noticias/tati-pacheco-reforca-o-bax-catanduva/
unisociesc blumenau x ad santo andre;Santo André;12;845;6;https://lbf.com.br/noticias/unisociesc-blumenau-x-ad-santo-andre/
devidamente apresentado;Sampaio Basquete;8;389;2;https://lbf.com.br/noticias/devidamente-apresentado/
karla costa se alegra com participacao na corrida de rua de americana;Sport/Uninassau/Inst. Todos;1;299;1;https://lbf.com.br/noticias/karla-costa-se-alegra-com-participacao-na-corrida-de-rua-de-americana/
alteracao de horario em jogo da liga de basquete feminino lbf 201415;Pontz São José Basketball;6;176;3;https://lbf.com.br/noticias/alteracao-de-horario-em-jogo-da-liga-de-basquete-feminino-lbf-201415/
muita gratidao por tudo que conquistamos;SESI Araraquara Basquete;12;1130;3;https://lbf.com.br/noticias/muita-gratidao-por-tudo-que-conquistamos/
maranhao basquete contrata a experiente pivo ega garvao ex americana;Sport/Uninassau/Inst. Todos;3;477;2;https://lbf.com.br/noticias/maranhao-basquete-contrata-a-experiente-pivo-ega-garvao-ex-americana/
lbf prestigia final four do brasileirao feminino da cbb;Pontz São José Basketball;8;305;4;https://lbf.com.br/noticias/lbf-prestigia-final-four-do-brasileirao-feminino-da-cbb/
pelo basquete;Nenhum time identificado;0;503;0;https://lbf.com.br/noticias/pelo-basquete/
americana estreia com vitoria sobre o barretos na liga de basquete feminino lbf 201415;Pontz São José Basketball;2;515;2;https://lbf.com.br/noticias/americana-estreia-com-vitoria-sobre-o-barretos-na-liga-de-basquete-feminino-lbf-201415/
maranhao basquete tera estreia de cubana contra o brasilia;Sport/Uninassau/Inst. Todos;3;434;2;https://lbf.com.br/noticias/maranhao-basquete-tera-estreia-de-cubana-contra-o-brasilia/
santo andre quer chegar preparado aos campeonatos da temporada 201516;Santo André;6;344;2;https://lbf.com.br/noticias/santo-andre-quer-chegar-preparado-aos-campeonatos-da-temporada-201516/
apabbarretos vence e iguala serie semifinal do campeonato paulista da serie a 2 2014;Sport/Uninassau/Inst. Todos;1;315;1;https://lbf.com.br/noticias/apabbarretos-vence-e-iguala-serie-semifinal-do-campeonato-paulista-da-serie-a-2-2014/
pontz sao jose valente;Unimed Campinas Basquete;15;467;5;https://lbf.com.br/noticias/pontz-sao-jose-valente/
sodie mesquita lsb contrata pivo do 3x3;Sport/Uninassau/Inst. Todos;5;336;2;https://lbf.com.br/noticias/sodie-mesquita-lsb-contrata-pivo-do-3x3/
finalissima tera portoes abertos;Sampaio Basquete;8;388;3;https://lbf.com.br/noticias/finalissima-tera-portoes-abertos/
aguias na frente;Pontz São José Basketball;13;497;5;https://lbf.com.br/noticias/aguias-na-frente/
tabela definida 2;Sampaio Basquete;6;485;3;https://lbf.com.br/noticias/tabela-definida-2/
empolgou;Sampaio Basquete;23;658;2;https://lbf.com.br/noticias/empolgou/
arishow;Unimed Campinas Basquete;10;714;3;https://lbf.com.br/noticias/arishow/
sao bernardo e divino vencem nesta sexta pelo campeonato paulista feminino da serie a 2;Sport/Uninassau/Inst. Todos;1;391;1;https://lbf.com.br/noticias/sao-bernardo-e-divino-vencem-nesta-sexta-pelo-campeonato-paulista-feminino-da-serie-a-2/
trofeu quinto tempo aberta votacao para a escolha dos destaques de 2014;Sport/Uninassau/Inst. Todos;2;266;1;https://lbf.com.br/noticias/trofeu-quinto-tempo-aberta-votacao-para-a-escolha-dos-destaques-de-2014/
uma passadinha pela base 43;Sport/Uninassau/Inst. Todos;5;459;1;https://lbf.com.br/noticias/uma-passadinha-pela-base-43/
rede patrocina com exclusividade o inedito basquete 3x3 desafio das ligas;Sport/Uninassau/Inst. Todos;8;616;1;https://lbf.com.br/noticias/rede-patrocina-com-exclusividade-o-inedito-basquete-3x3-desafio-das-ligas/
paixao comanda e timao se reabilita;Pontz São José Basketball;95;770;4;https://lbf.com.br/noticias/paixao-comanda-e-timao-se-reabilita/
confira os destaques do terceiro jogo final da lbf 201415;Sport/Uninassau/Inst. Todos;19;446;1;https://lbf.com.br/noticias/confira-os-destaques-do-terceiro-jogo-final-da-lbf-201415/
na parceria;SESI Araraquara Basquete;13;477;4;https://lbf.com.br/noticias/na-parceria/
pontz sao jose carimba faixa do sesi araraquara;Pontz São José Basketball;18;478;5;https://lbf.com.br/noticias/pontz-sao-jose-carimba-faixa-do-sesi-araraquara/
basquete jaragua apresenta reforcos para disputa de sua primeira temporada na liga de basquete feminino lbf;Sport/Uninassau/Inst. Todos;3;421;3;https://lbf.com.br/noticias/basquete-jaragua-apresenta-reforcos-para-disputa-de-sua-primeira-temporada-na-liga-de-basquete-feminino-lbf/
vai comecar a decisao 2;Sampaio Basquete;4;1094;4;https://lbf.com.br/noticias/vai-comecar-a-decisao-2/
ad santo andre garante posicao para os playoffs;Santo André;94;902;5;https://lbf.com.br/noticias/ad-santo-andre-garante-posicao-para-os-playoffs/
pintou o primeiro semifinalista;SESI Araraquara Basquete;30;702;4;https://lbf.com.br/noticias/pintou-o-primeiro-semifinalista/
luto no basquete;Pontz São José Basketball;6;403;2;https://lbf.com.br/noticias/luto-no-basquete/
lbf e clubes definem protocolo anti covid 19 para o campeonato;SESI Araraquara Basquete;5;641;6;https://lbf.com.br/noticias/lbf-e-clubes-definem-protocolo-anti-covid-19-para-o-campeonato/
lbf participa em brasilia de audiencia publica sobre a modalidade;Sport/Uninassau/Inst. Todos;5;266;1;https://lbf.com.br/noticias/lbf-participa-em-brasilia-de-audiencia-publica-sobre-a-modalidade/
triunfo importante;Santo André;24;631;2;https://lbf.com.br/noticias/triunfo-importante/
sport recife e superado pelo deportivo berazategui na fase decisiva da liga das americas;Sport/Uninassau/Inst. Todos;5;359;1;https://lbf.com.br/noticias/sport-recife-e-superado-pelo-deportivo-berazategui-na-fase-decisiva-da-liga-das-americas/
novo comando;Sampaio Basquete;6;625;3;https://lbf.com.br/noticias/novo-comando/
vitoria gigante;Sport/Uninassau/Inst. Todos;31;1033;1;https://lbf.com.br/noticias/vitoria-gigante/
voltou a vencer;Santo André;20;644;3;https://lbf.com.br/noticias/voltou-a-vencer/
bem reforcado;Sport/Uninassau/Inst. Todos;1;393;1;https://lbf.com.br/noticias/bem-reforcado/
festa confirmada;Sport/Uninassau/Inst. Todos;7;527;3;https://lbf.com.br/noticias/festa-confirmada/
jogo 2 em fotos;Sport/Uninassau/Inst. Todos;9;127;1;https://lbf.com.br/noticias/jogo-2-em-fotos/
tubarao na decisao 2;Sampaio Basquete;14;561;5;https://lbf.com.br/noticias/tubarao-na-decisao-2/
hoje tem 11h sodie mesquita x bax catanduva;Sodiê Mesquita;16;383;4;https://lbf.com.br/noticias/hoje-tem-11h-sodie-mesquita-x-bax-catanduva/
tecnica canadense e cedra realizam palestra para jovens atletas e treinadores em sao jose dos campos;Pontz São José Basketball;6;265;2;https://lbf.com.br/noticias/tecnica-canadense-e-cedra-realizam-palestra-para-jovens-atletas-e-treinadores-em-sao-jose-dos-campos/
equipes definidas;Sampaio Basquete;14;1324;6;https://lbf.com.br/noticias/equipes-definidas/
bruno guidorizzi e o novo tecnico do ituano basquete;Santo André;2;365;1;https://lbf.com.br/noticias/bruno-guidorizzi-e-o-novo-tecnico-do-ituano-basquete/
brasil nas olimpiadas barcelona 1992;Sport/Uninassau/Inst. Todos;1;810;1;https://lbf.com.br/noticias/brasil-nas-olimpiadas-barcelona-1992/
corinthians paulista e americana lancam projeto de basquete feminino;Sport/Uninassau/Inst. Todos;5;482;1;https://lbf.com.br/noticias/corinthians-paulista-e-americana-lancam-projeto-de-basquete-feminino/
de olho no futuro 2;Sodiê Mesquita;6;519;5;https://lbf.com.br/noticias/de-olho-no-futuro-2/
kelly santos e apresentada como reforco do uninassauamerica;Sport/Uninassau/Inst. Todos;4;353;1;https://lbf.com.br/noticias/kelly-santos-e-apresentada-como-reforco-do-uninassauamerica/
galo se impoe e sai na frente;Santo André;14;610;3;https://lbf.com.br/noticias/galo-se-impoe-e-sai-na-frente/
concentracao maxima forca e garra;Sport/Uninassau/Inst. Todos;2;441;2;https://lbf.com.br/noticias/concentracao-maxima-forca-e-garra/
fpb define data da decisao do campeonato paulista feminino 2014;Sport/Uninassau/Inst. Todos;4;217;2;https://lbf.com.br/noticias/fpb-define-data-da-decisao-do-campeonato-paulista-feminino-2014/
ituano e sesi araraquara abrem a lbf 2022;Sampaio Basquete;7;691;6;https://lbf.com.br/noticias/ituano-e-sesi-araraquara-abrem-a-lbf-2022/
hoje tem 18h sodie mesquita x ituano basquete;Sodiê Mesquita;13;393;3;https://lbf.com.br/noticias/hoje-tem-18h-sodie-mesquita-x-ituano-basquete/
corinthiansamericana e ute decidem o titulo da primeira edicao da liga sul americana feminina de clubes;Sport/Uninassau/Inst. Todos;1;548;1;https://lbf.com.br/noticias/corinthiansamericana-e-ute-decidem-o-titulo-da-primeira-edicao-da-liga-sul-americana-feminina-de-clubes/
duelo de peso;Nenhum time identificado;0;479;0;https://lbf.com.br/noticias/duelo-de-peso/
viagem perfeita;Sport/Uninassau/Inst. Todos;13;542;3;https://lbf.com.br/noticias/viagem-perfeita/
mirando o topo;Santo André;16;623;3;https://lbf.com.br/noticias/mirando-o-topo/
bra 100x37 chi partiu semifinal;Sampaio Basquete;2;305;2;https://lbf.com.br/noticias/bra-100x37-chi-partiu-semifinal/
ta chegando a hora;Sport/Uninassau/Inst. Todos;3;723;1;https://lbf.com.br/noticias/ta-chegando-a-hora/
com apoio da torcida 2;Sodiê Mesquita;16;473;4;https://lbf.com.br/noticias/com-apoio-da-torcida-2/
corinthiansamericana promove desfile para comemorar titulo inedito da liga sul americana;Sport/Uninassau/Inst. Todos;3;371;1;https://lbf.com.br/noticias/corinthiansamericana-promove-desfile-para-comemorar-titulo-inedito-da-liga-sul-americana/
ficou pra amanha;Santo André;8;405;2;https://lbf.com.br/noticias/ficou-pra-amanha/
selecao definida para o sul americano;Sampaio Basquete;12;631;5;https://lbf.com.br/noticias/selecao-definida-para-o-sul-americano/
hoje tem 18h ituano basquete x sesi araraquara;SESI Araraquara Basquete;8;550;5;https://lbf.com.br/noticias/hoje-tem-18h-ituano-basquete-x-sesi-araraquara/
vingado;SESI Araraquara Basquete;19;615;3;https://lbf.com.br/noticias/vingado/
irretocavel;SESI Araraquara Basquete;23;500;5;https://lbf.com.br/noticias/irretocavel/
barbosa entra no hall da fama da fiba;Nenhum time identificado;0;579;0;https://lbf.com.br/noticias/barbosa-entra-no-hall-da-fama-da-fiba/
chicago de clarissa dos santos se reabilita na wnba vencendo o connecticut fora de casa;Sport/Uninassau/Inst. Todos;1;356;1;https://lbf.com.br/noticias/chicago-de-clarissa-dos-santos-se-reabilita-na-wnba-vencendo-o-connecticut-fora-de-casa/
vera cruz campinas muda de ginasio para as finais;Sampaio Basquete;9;496;3;https://lbf.com.br/noticias/vera-cruz-campinas-muda-de-ginasio-para-as-finais/
partiu semifinais;SESI Araraquara Basquete;26;760;5;https://lbf.com.br/noticias/partiu-semifinais/
basquete jaraguafme inicia o catarinense adulto feminino com derrota para o joinville;Sport/Uninassau/Inst. Todos;2;355;1;https://lbf.com.br/noticias/basquete-jaraguafme-inicia-o-catarinense-adulto-feminino-com-derrota-para-o-joinville/
pivo kelly santos reforca o sport recife na liga sul americana de clubes;Sport/Uninassau/Inst. Todos;5;443;3;https://lbf.com.br/noticias/pivo-kelly-santos-reforca-o-sport-recife-na-liga-sul-americana-de-clubes/
brasil derrota a venezuela na estreia da copa america no canada;Sport/Uninassau/Inst. Todos;2;448;1;https://lbf.com.br/noticias/brasil-derrota-a-venezuela-na-estreia-da-copa-america-no-canada/
no maranhao quem manda e o tubarao;Sampaio Basquete;18;540;3;https://lbf.com.br/noticias/no-maranhao-quem-manda-e-o-tubarao/
pelo trofeu;Sport/Uninassau/Inst. Todos;12;686;2;https://lbf.com.br/noticias/pelo-trofeu/
a aguia voou mais alto;Pontz São José Basketball;12;290;2;https://lbf.com.br/noticias/a-aguia-voou-mais-alto/
presidente venceslau e americana decidem o campeonato paulista feminino 2014 nesta sexta;Sport/Uninassau/Inst. Todos;3;298;2;https://lbf.com.br/noticias/presidente-venceslau-e-americana-decidem-o-campeonato-paulista-feminino-2014-nesta-sexta/
rio mantem a esperanca;Sport/Uninassau/Inst. Todos;5;514;4;https://lbf.com.br/noticias/rio-mantem-a-esperanca/
selecao brasileira sub 18 feminina 3x3 viaja para disputa dos jogos olimpicos da juventude;Sport/Uninassau/Inst. Todos;2;550;1;https://lbf.com.br/noticias/selecao-brasileira-sub-18-feminina-3x3-viaja-para-disputa-dos-jogos-olimpicos-da-juventude/
terceira vitoria;Sampaio Basquete;12;589;5;https://lbf.com.br/noticias/terceira-vitoria/
sport recife anuncia retorno do basquete feminino;Sport/Uninassau/Inst. Todos;7;423;1;https://lbf.com.br/noticias/sport-recife-anuncia-retorno-do-basquete-feminino/
recra e divino jogam nesta segunda pelo campeonato paulista feminino da serie a 2;Sport/Uninassau/Inst. Todos;1;245;1;https://lbf.com.br/noticias/recra-e-divino-jogam-nesta-segunda-pelo-campeonato-paulista-feminino-da-serie-a-2/
sampaio basquete confirma o sexto reforco para 2022;Sampaio Basquete;3;290;3;https://lbf.com.br/noticias/sampaio-basquete-confirma-o-sexto-reforco-para-2022/
sao jose derrota o sport recife mesmo jogando em recife nesta quinta pela lbf 201415;Pontz São José Basketball;8;455;2;https://lbf.com.br/noticias/sao-jose-derrota-o-sport-recife-mesmo-jogando-em-recife-nesta-quinta-pela-lbf-201415/
caca martins e o novo reforco do sao bernardo para a serie a 2 do campeonato paulista;Pontz São José Basketball;2;379;3;https://lbf.com.br/noticias/caca-martins-e-o-novo-reforco-do-sao-bernardo-para-a-serie-a-2-do-campeonato-paulista/
primeiro em casa;Unimed Campinas Basquete;12;443;3;https://lbf.com.br/noticias/primeiro-em-casa/
vantagem gigante;Sampaio Basquete;30;1188;2;https://lbf.com.br/noticias/vantagem-gigante/
sesi araraquara e vera cruz campinas abrem a lbf caixa 2019;Santo André;10;557;5;https://lbf.com.br/noticias/sesi-araraquara-e-vera-cruz-campinas-abrem-a-lbf-caixa-2019/
que noite gabi;Santo André;16;543;5;https://lbf.com.br/noticias/que-noite-gabi/
lbf e ituano ativam parceiros no dia internacional da mulher;Santo André;4;353;2;https://lbf.com.br/noticias/lbf-e-ituano-ativam-parceiros-no-dia-internacional-da-mulher/
adcf unimed vence em presidente venceslau conquista o titulo do campeonato paulista feminino 2014;Sport/Uninassau/Inst. Todos;2;340;1;https://lbf.com.br/noticias/adcf-unimed-vence-em-presidente-venceslau-conquista-o-titulo-do-campeonato-paulista-feminino-2014/
novo triunfo elastico do sesi araraquara;SESI Araraquara Basquete;14;420;3;https://lbf.com.br/noticias/novo-triunfo-elastico-do-sesi-araraquara/
lbf nas escolas semana 3;Unimed Campinas Basquete;4;536;2;https://lbf.com.br/noticias/lbf-nas-escolas-semana-3/
clarissa dos santos e clovis vita haddad apresentam se a selecao brasileira;Pontz São José Basketball;4;319;2;https://lbf.com.br/noticias/clarissa-dos-santos-e-clovis-vita-haddad-apresentam-se-a-selecao-brasileira/
americana faz entrega de leite arrecadado no leilao do bem;Sport/Uninassau/Inst. Todos;5;429;1;https://lbf.com.br/noticias/americana-faz-entrega-de-leite-arrecadado-no-leilao-do-bem/
casa nova;Sport/Uninassau/Inst. Todos;3;382;3;https://lbf.com.br/noticias/casa-nova/
sempre forte;Sport/Uninassau/Inst. Todos;1;617;1;https://lbf.com.br/noticias/sempre-forte/
ingressos para o jogo 3 das finais lbf caixa estao esgotados;Sampaio Basquete;7;454;3;https://lbf.com.br/noticias/ingressos-para-o-jogo-3-das-finais-lbf-caixa-estao-esgotados/
lbf 2021 2;Santo André;4;296;1;https://lbf.com.br/noticias/lbf-2021-2/
a noite da gil;Sodiê Mesquita;3;500;2;https://lbf.com.br/noticias/a-noite-da-gil/
corinthiansamericana derrota o uninassauamerica em jogo amistoso;Sport/Uninassau/Inst. Todos;6;496;2;https://lbf.com.br/noticias/corinthiansamericana-derrota-o-uninassauamerica-em-jogo-amistoso/
fabi caetano e apresentada no uninassauamerica;Pontz São José Basketball;4;312;2;https://lbf.com.br/noticias/fabi-caetano-e-apresentada-no-uninassauamerica/
sampaio basquete faz mais uma vitima;Sampaio Basquete;14;626;3;https://lbf.com.br/noticias/sampaio-basquete-faz-mais-uma-vitima/
lbf caixa nas escolas sampaio basquete;Sampaio Basquete;3;234;2;https://lbf.com.br/noticias/lbf-caixa-nas-escolas-sampaio-basquete/
ituano basquete abre inscricoes para categoria de base;Santo André;2;292;2;https://lbf.com.br/noticias/ituano-basquete-abre-inscricoes-para-categoria-de-base/
sesi sp e bradesco jogam pela serie a 2 do campeonato paulista nesta terca;Sport/Uninassau/Inst. Todos;1;263;1;https://lbf.com.br/noticias/sesi-sp-e-bradesco-jogam-pela-serie-a-2-do-campeonato-paulista-nesta-terca/
hoje tem 19h30 sampaio basquete x ad santo andre;Sampaio Basquete;10;472;5;https://lbf.com.br/noticias/hoje-tem-19h30-sampaio-basquete-x-ad-santo-andre/
gigantona;SESI Araraquara Basquete;13;526;3;https://lbf.com.br/noticias/gigantona/
a primeira 5;Santo André;22;642;5;https://lbf.com.br/noticias/a-primeira-5/
playoffs definidos 4;Santo André;6;805;5;https://lbf.com.br/noticias/playoffs-definidos-4/
